PARTID;DESCRIPCION;FAMILIA;RUBRO;SUB-RUBRO;MARCA;UNIT_PRICE;IVA;MONEDA;CODIGO DE BARRAS;STOCK_UM;CASE_QTY;DESCRIPCION BULTO
11517065;TORNILLO PARKER 6 X 3/8 C/TAN/COM 5 ENT;MATERIA PRIMA;;;CONEXTUBE;113.69;21;ARS;;Un;1;
11517129;BULON M6 X 15 AUTORROSCANTE TRILOBULAR;MATERIA PRIMA;;;CONEXTUBE;444.91;21;ARS;;Un;1;
11517267;TORNILLO PARKER 6 X 3/8 C PUNTA S CORTE;MATERIA PRIMA;;;CONEXTUBE;69.84;21;ARS;;Un;1;
11527040;TORNILLO PARKER 8 X 11 COMB ROSCA 40°;MATERIA PRIMA;;;CONEXTUBE;95.46;21;ARS;;Un;1;
11527041;TORNILLO PARKER 8 X 16 COMB ROSCA 40°;MATERIA PRIMA;;;CONEXTUBE;113.69;21;ARS;;Un;1;
11527042;TORNILLO PARKER 8 X 5/8 C/FIJ.PUNTA A;MATERIA PRIMA;;;CONEXTUBE;91.77;21;USD;;Un;1;
11597211;TORNILLO PARKER 12X 5/8 C/CORTE PA;MATERIA PRIMA;;;CONEXTUBE;264.52;21;ARS;;Un;1;
12507061;REMACHE CERRADURA AGP NUEVA VERSION;MATERIA PRIMA;;;CONEXTUBE;2,382.72;21;ARS;;Un;1;
14517527;RIEL DIN 12 MOD AGUJERO OVAL. LUXURY;MATERIA PRIMA;;;CONEXTUBE;4,152.46;21;ARS;;Un;1;
14517528;RIEL DIN 18 MOD. LUXURY;MATERIA PRIMA;;;CONEXTUBE;6,860.70;21;ARS;;Un;1;
14521031;SOPORTE MET ZUN POSTE CIA ELEC;SEMIELABORADOS;;;CONEXTUBE;12,726.76;21;ARS;;Un;1;
15000352;TERMINAL BIMET.SECC 35MM2 AGUJ.FIJ Ø12.;TERMINALES BIMETALICOS;;;CONEXTUBE;8.57;21;USD;;Un;1;
15000502;TERMINAL BIMET.SECC 50MM2 AGUJ.FIJ Ø12.;TERMINALES BIMETALICOS;;;CONEXTUBE;12.85;21;USD;;Un;1;
15000702;TERMINAL BIMET.SECC 70MM2 AGUJ.FIJ Ø12.;TERMINALES BIMETALICOS;;;CONEXTUBE;12.98;21;USD;;Un;1;
15000952;TERMINAL BIMET.SECC 95MM2 AGUJ.FIJ Ø12.;TERMINALES BIMETALICOS;;;CONEXTUBE;12.26;21;USD;;Un;1;
15001202;TERMINAL BIMET.SECC 120MM2 AGUJ.FIJ Ø12.;TERMINALES BIMETALICOS;;;CONEXTUBE;20.44;21;USD;;Un;1;
15001502;TERMINAL BIMET.SECC 150MM2 AGUJ.FIJ Ø12.;TERMINALES BIMETALICOS;;;CONEXTUBE;20.44;21;USD;;Un;1;
15001852;TERMINAL BIMET.SECC 185MM2 AGUJ.FIJ Ø12.;TERMINALES BIMETALICOS;;;CONEXTUBE;33.29;21;USD;;Un;1;
15002402;TERMINAL BIMET.SECC 240MM2 AGUJ.FIJ Ø12.;TERMINALES BIMETALICOS;;;CONEXTUBE;46.04;21;USD;;Un;1;
15003002;TERMINAL BIMET.SECC 300MM2 AGUJ.FIJ Ø16.;TERMINALES BIMETALICOS;;;CONEXTUBE;50.61;21;USD;;Un;1;
15112302;TERMINAL MEC.SECC120-300MM2 AGUJ.FIJØ12.;TERMINALES BIMETALICOS;;;CONEXTUBE;62.29;21;USD;;Un;1;
15112306;TERMINAL MEC.SECC120-300MM2 AGUJ.FIJØ16.;TERMINALES BIMETALICOS;;;CONEXTUBE;62.26;21;USD;;Un;1;
15118402;TERMINAL MEC.SECC185-400MM2 AGUJ.FIJØ12.;TERMINALES BIMETALICOS;;;CONEXTUBE;93.73;21;USD;;Un;1;
15125952;TERMINAL MEC.SECC 25-95MM2 AGUJ.FIJ Ø12.;TERMINALES BIMETALICOS;;;CONEXTUBE;17.52;21;USD;;Un;1;
15135152;TERMINAL MEC.SECC35-150MM2 AGUJ.FIJ Ø12.;TERMINALES BIMETALICOS;;;CONEXTUBE;28.42;21;USD;;Un;1;
15170242;TERMINAL MEC.SECC70-240MM2 AGUJ.FIJ Ø12.;TERMINALES BIMETALICOS;;;CONEXTUBE;46.04;21;USD;;Un;1;
15212300;CONECTOR MEC.SECC 120-300 MM2 ;TERMINALES BIMETALICOS;;;CONEXTUBE;65.90;21;USD;;Un;1;
15216950;CONECTOR MEC.SECC 16-95 MM2 ;TERMINALES BIMETALICOS;;;CONEXTUBE;15.38;21;USD;;Un;1;
15218400;CONECTOR MEC.SECC 185-400 MM2 ;TERMINALES BIMETALICOS;;;CONEXTUBE;91.88;21;USD;;Un;1;
15225150;CONECTOR MEC.SECC 25-150 MM2 ;TERMINALES BIMETALICOS;;;CONEXTUBE;21.51;21;USD;;Un;1;
15250240;CONECTOR MEC.SECC 50-240 MM2 ;TERMINALES BIMETALICOS;;;CONEXTUBE;53.73;21;USD;;Un;1;
15405007;BARRA DE NEUTRO P/DIARIO ;SEMIELABORADOS;;;CONEXTUBE;28,035.61;21;ARS;;Un;1;
16303150;INT.TERMOMAGNÉTICO CXTA -1X50A- 3KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;8.69;21;USD;0163031500007;Un;12;
16303163;INT.TERMOMAGNÉTICO CXTA -1X63A- 3KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;8.69;21;USD;0163031630007;Un;12;
16303250;INT.TERMOMAGNÉTICO CXTA -2X50A- 3KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;24.65;21;USD;;Un;6;
16303263;INT.TERMOMAGNÉTICO CXTA -2X63A- 3KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;14.56;21;USD;;Un;6;
16303350;INT.TERMOMAGNÉTICO CXTA -3X50A- 3KA ;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;25.30;21;USD;1630335000001;Un;4;
16303363;INT.TERMOMAGNÉTICO CXTA -3X63A- 3KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;25.30;21;USD;1630336300001;Un;4;
16303450;INT.TERMOMAGNÉTICO CXTA -4X50A- 3KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;29.13;21;USD;1630345000008;Un;3;
16453102;INT.TERMOMAGNÉTICO CXTA -1X2A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;6.44;21;USD;0164531020000;Un;12;
16453106;INT.TERMOMAGNÉTICO CXTA -1X6A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;4.81;21;USD;0164531060008;Un;12;
16453110;INT.TERMOMAGNÉTICO CXTA -1X10A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;4.81;21;USD;0164531100005;Un;12;
16453116;INT.TERMOMAGNÉTICO CXTA -1X16A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;4.81;21;USD;0164531160007;Un;12;
16453120;INT.TERMOMAGNÉTICO CXTA -1X20A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;4.81;21;USD;0164531200004;Un;12;
16453125;INT.TERMOMAGNÉTICO CXTA -1X25A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;4.81;21;USD;0164531250009;Un;12;
16453132;INT.TERMOMAGNÉTICO CXTA -1X32A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;4.81;21;USD;0164531320007;Un;12;
16453140;INT.TERMOMAGNÉTICO CXTA -1X40A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;6.87;21;USD;0164531400002;Un;12;
16453150;INT.TERMOMAGNÉTICO CXTA -1X50A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;8.24;21;USD;;Un;240;
16453163;INT.TERMOMAGNÉTICO CXTA -1X63A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;8.24;21;USD;;Un;240;
16453202;INT.TERMOMAGNÉTICO CXTA -2X2A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;14.49;21;USD;1645320200007;Un;6;
16453206;INT.TERMOMAGNÉTICO CXTA -2X6A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;10.20;21;USD;1645320600005;Un;6;
16453210;INT.TERMOMAGNÉTICO CXTA -2X10A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;10.20;21;USD;1645321000002;Un;6;
16453216;INT.TERMOMAGNÉTICO CXTA -2X16A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;10.20;21;USD;1645321600004;Un;6;
16453220;INT.TERMOMAGNÉTICO CXTA -2X20A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;10.20;21;USD;1645322000001;Un;6;
16453225;INT.TERMOMAGNÉTICO CXTA -2X25A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;10.20;21;USD;1645322500006;Un;6;
16453232;INT.TERMOMAGNÉTICO CXTA -2X32A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;10.20;21;USD;1645323200004;Un;6;
16453240;INT.TERMOMAGNÉTICO CXTA -2X40A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;14.56;21;USD;1645324000009;Un;6;
16453250;INT.TERMOMAGNÉTICO CXTA -2X50A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;14.56;21;USD;1645325000008;Un;6;
16453263;INT.TERMOMAGNÉTICO CXTA -1X63A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;14.56;21;USD;1630326300004;Un;6;
16453263;INT.TERMOMAGNÉTICO CXTA -2X63A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;14.56;21;USD;;Un;120;
16453302;INT.TERMOMAGNÉTICO CXTA -3X2A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;22.55;21;USD;1645330200004;Un;4;
16453306;INT.TERMOMAGNÉTICO CXTA -3X6A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;16.83;21;USD;1645330600002;Un;4;
16453310;INT.TERMOMAGNÉTICO CXTA -3X10A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;16.83;21;USD;1645331000009;Un;4;
16453316;INT.TERMOMAGNÉTICO CXTA -3X16A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;16.83;21;USD;1645331600001;Un;4;
16453320;INT.TERMOMAGNÉTICO CXTA -3X20A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;16.83;21;USD;1645332000008;Un;4;
16453325;INT.TERMOMAGNÉTICO CXTA -3X25A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;16.83;21;USD;1645332500003;Un;4;
16453332;INT.TERMOMAGNÉTICO CXTA -3X32A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;16.83;21;USD;1645333200001;Un;4;
16453340;INT.TERMOMAGNÉTICO CXTA -3X40A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;22.62;21;USD;1645334000006;Un;4;
16453350;INT.TERMOMAGNÉTICO CXTA -3X50A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;37.09;21;USD;;Un;80;
16453363;INT.TERMOMAGNÉTICO CXTA -3X63A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;37.09;21;USD;;Un;80;
16453402;INT.TERMOMAGNÉTICO CXTA -4X2A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;30.44;21;USD;1645340200001;Un;3;
16453406;INT.TERMOMAGNÉTICO CXTA -4X6A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;24.98;21;USD;1645340600009;Un;3;
16453410;INT.TERMOMAGNÉTICO CXTA -4X10A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;24.98;21;USD;1645341000006;Un;3;
16453416;INT.TERMOMAGNÉTICO CXTA -4X16A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;24.98;21;USD;1645341600008;Un;3;
16453420;INT.TERMOMAGNÉTICO CXTA -4X20A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;24.98;21;USD;1645342000005;Un;3;
16453425;INT.TERMOMAGNÉTICO CXTA -4X25A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;24.98;21;USD;1645342500000;Un;3;
16453432;INT.TERMOMAGNÉTICO CXTA -4X32A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;24.98;21;USD;1645343200008;Un;3;
16453440;INT.TERMOMAGNÉTICO CXTA -4X40A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;29.13;21;USD;1645344000003;Un;3;
16453450;INT.TERMOMAGNÉTICO CXTA -4X50A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;29.13;21;USD;;Un;60;
16453463;INT.TERMOMAGNÉTICO CXTA -4X63A- 4.5KA;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;29.13;21;USD;1645346300002;Un;3;
16585261;CONECTOR PLAST ROSCADO CAÑO BAJ PILAR;ACCESORIOS -REPUESTOS VARIOS;;;CONEXTUBE;4,201.69;21;ARS;0165852610002;Un;20;
16593000;PUENTE CUCHILLA T00;BASES E INTERCEPTORES;;;CONEXTUBE;23.07;21;USD;;Un;1;
16593001;PUENTE CUCHILLA T01 ;BASES E INTERCEPTORES;;;CONEXTUBE;21.17;21;USD;;Un;1;
16593002;PUENTE CUCHILLA T02;BASES E INTERCEPTORES;;;CONEXTUBE;32.52;21;USD;;Un;1;
16593003;PUENTE CUCHILLA T03;BASES E INTERCEPTORES;;;CONEXTUBE;51.14;21;USD;;Un;1;
16593004;MANIJA EXTRACTOR EMPU.DE FUSIBLE  NH;PROTECCIONES Y ACCESORIOS CONEXTUBE;;;CONEXTUBE;16.18;21;USD;;Un;1;
16596075;SECCIONADOR NH00 TRIP COMP 160A;MATERIA PRIMA;;;CONEXTUBE;123,392.72;21;USD;;Un;1;
16602106;INT.TERMOMAGNÉTICO CXTA -1X6A- 6KA - B;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;7.45;21;USD;0166021060002;Un;12;
16602110;INT.TERMOMAGNÉTICO CXTA -1X10A- 6KA - B;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;7.56;21;USD;0166021100009;Un;12;
16602206;INT.TERMOMAGNÉTICO CXTA -2X6A- 6KA - B;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;23.08;21;USD;1660220600009;Un;6;
16602210;INT.TERMOMAGNÉTICO CXTA -2X10A- 6KA - B;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;19.41;21;USD;1660221000006;Un;6;
16602216;INT.TERMOMAGNÉTICO CXTA -2X16A- 6KA - B;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;19.41;21;USD;1660221600008;Un;6;
16602220;INT.TERMOMAGNÉTICO CXTA -2X20A- 6KA - B;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;21.41;21;USD;1660222000005;Un;6;
16602225;INT.TERMOMAGNÉTICO CXTA -2X25A- 6KA - B;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;21.41;21;USD;1660222500000;Un;6;
16603110;INT.TERMOMAGNÉTICO CXTA -1X10A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;7.19;21;USD;0166031100008;Un;12;
16603116;INT.TERMOMAGNÉTICO CXTA -1X16A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;7.19;21;USD;0166031160000;Un;12;
16603120;INT.TERMOMAGNÉTICO CXTA -1X20A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;7.19;21;USD;0166031200007;Un;12;
16603125;INT.TERMOMAGNÉTICO CXTA -1X25A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;7.19;21;USD;0166031250002;Un;12;
16603132;INT.TERMOMAGNÉTICO CXTA -1X32A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;7.19;21;USD;0166031320000;Un;12;
16603140;INT.TERMOMAGNÉTICO CXTA -1X40A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;9.56;21;USD;0166031400005;Un;12;
16603150;INT.TERMOMAGNÉTICO CXTA -1X50A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;9.56;21;USD;0166031500004;Un;12;
16603163;INT.TERMOMAGNÉTICO CXTA -1X63A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;9.56;21;USD;0166031630004;Un;12;
16603210;INT.TERMOMAGNÉTICO CXTA -2X10A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;16.07;21;USD;1660321000005;Un;6;
16603216;INT.TERMOMAGNÉTICO CXTA -2X16A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;16.07;21;USD;1660321600007;Un;6;
16603220;INT.TERMOMAGNÉTICO CXTA -2X20A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;16.07;21;USD;1660322000004;Un;6;
16603225;INT.TERMOMAGNÉTICO CXTA -2X25A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;16.07;21;USD;1660322500009;Un;6;
16603232;INT.TERMOMAGNÉTICO CXTA -2X32A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;16.07;21;USD;1660323200007;Un;6;
16603240;INT.TERMOMAGNÉTICO CXTA -2X40A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;20.19;21;USD;1660324000002;Un;6;
16603310;INT.TERMOMAGNÉTICO CXTA -3X10A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;25.88;21;USD;1660331000002;Un;4;
16603316;INT.TERMOMAGNÉTICO CXTA -3X16A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;25.88;21;USD;1660331600004;Un;4;
16603320;INT.TERMOMAGNÉTICO CXTA -3X20A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;25.88;21;USD;1660332000001;Un;4;
16603325;INT.TERMOMAGNÉTICO CXTA -3X25A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;25.88;21;USD;1660332500006;Un;4;
16603332;INT.TERMOMAGNÉTICO CXTA -3X32A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;27.32;21;USD;1660333200004;Un;4;
16603340;INT.TERMOMAGNÉTICO CXTA -3X40A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;36.32;21;USD;1660334000009;Un;4;
16603410;INT.TERMOMAGNÉTICO CXTA -4X10A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;38.55;21;USD;1660341000009;Un;3;
16603416;INT.TERMOMAGNÉTICO CXTA -4X16A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;38.55;21;USD;1660341600001;Un;3;
16603420;INT.TERMOMAGNÉTICO CXTA -4X20A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;38.55;21;USD;1660342000008;Un;3;
16603425;INT.TERMOMAGNÉTICO CXTA -4X25A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;38.55;21;USD;1660342500003;Un;3;
16603432;INT.TERMOMAGNÉTICO CXTA -4X32A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;38.55;21;USD;1660343200001;Un;3;
16603440;INT.TERMOMAGNÉTICO CXTA -4X40A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;42.38;21;USD;1660344000006;Un;3;
16603450;INT.TERMOMAGNÉTICO CXTA -4X50A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;54.35;21;USD;1660345000005;Un;3;
16603463;INT.TERMOMAGNÉTICO CXTA -4X63A- 6KA - C;INTERRUPTORES CONEXTUBE;;;CONEXTUBE;54.35;21;USD;1660346300005;Un;3;
17415301;PIPETA Ø51 PLÁSTICA DESARMABLE PROT U.V;ACCESORIOS -REPUESTOS VARIOS;;;CONEXTUBE;3,400.55;21;ARS;0174153010004;Un;15;
20001051;PRENSACABLE METÁLICO ZA 1/2 BSC;PRENSACABLES METALICOS;;;CONEXTUBE;2,001.39;21;ARS;0020001051009;Un;200;
20001052;PRENSACABLE METÁLICO ZA 5/8 BSC;PRENSACABLES METALICOS;;;CONEXTUBE;2,762.46;21;ARS;0020001052006;Un;150;
20001053;PRENSACABLE METÁLICO ZA 3/4 BSC;PRENSACABLES METALICOS;;;CONEXTUBE;3,372.94;21;ARS;0020001053003;Un;100;
20001054;PRENSACABLE METÁLICO ZA 7/8 BSC;PRENSACABLES METALICOS;;;CONEXTUBE;4,084.00;21;ARS;0020001054000;Un;100;
20001055;PRENSACABLE METÁLICO ZA 1 BSC;PRENSACABLES METALICOS;;;CONEXTUBE;4,495.19;21;ARS;0200010550007;Un;60;
20001056;PRENSACABLE METÁLICO ZA 1 1/4  BSC;PRENSACABLES METALICOS;;;CONEXTUBE;7,672.01;21;ARS;0200010560004;Un;30;
20001057;PRENSACABLE METÁLICO ZA 1 1/2 BSC;PRENSACABLES METALICOS;;;CONEXTUBE;10,785.27;21;ARS;0200010570001;Un;25;
20001059;PRENSACABLE METÁLICO ZA 1/4 BSP;PRENSACABLES METALICOS;;;CONEXTUBE;2,255.54;21;ARS;0020001059005;Un;200;
20001060;PRENSACABLE METÁLICO ZA 3/8 BSP;PRENSACABLES METALICOS;;;CONEXTUBE;3,113.27;21;ARS;0020001060001;Un;200;
20001061;PRENSACABLE METÁLICO ZA 1/2 BSP;PRENSACABLES METALICOS;;;CONEXTUBE;3,462.72;21;ARS;0020001061008;Un;100;
20001062;PRENSACABLE METÁLICO ZA 5/8 BSP;PRENSACABLES METALICOS;;;CONEXTUBE;4,781.10;21;ARS;0020001062005;Un;100;
20001063;PRENSACABLE METÁLICO ZA 3/4 BSP;PRENSACABLES METALICOS;;;CONEXTUBE;5,432.34;21;ARS;0200010630002;Un;60;
20001064;PRENSACABLE METÁLICO ZA 1 BSP;PRENSACABLES METALICOS;;;CONEXTUBE;7,433.74;21;ARS;0200010640009;Un;30;
20001065;PRENSACABLE METÁLICO ZA 1 1/4 BSP;PRENSACABLES METALICOS;;;CONEXTUBE;10,197.57;21;ARS;;Un;25;
20031058;PRENSACABLE METÁLICO PC 2 BSC;PRENSACABLES METALICOS;;;CONEXTUBE;24,862.01;21;ARS;0200310580009;Un;12;
20031066;PRENSACABLE METÁLICO PC 1 1/2 BSP;PRENSACABLES METALICOS;;;CONEXTUBE;23,812.27;21;ARS;0200310660004;Un;12;
20031067;PRENSACABLE METÁLICO PC 2 BSP;PRENSACABLES METALICOS;;;CONEXTUBE;43,025.07;21;ARS;;Un;1;
20031068;PRENSACABLE METÁLICO PC 2 1/2 BSP;PRENSACABLES METALICOS;;;CONEXTUBE;70,179.90;21;ARS;2003106800008;Un;1;
20031069;PRENSACABLE METÁLICO PC 3 BSP;PRENSACABLES METALICOS;;;CONEXTUBE;135,760.34;21;ARS;2003106900005;Un;1;
20031070;PRENSACABLE METÁLICO PC 4 BSP;PRENSACABLES METALICOS;;;CONEXTUBE;202,404.32;21;ARS;;Un;1;
20070301;PRENSACABLE POLIAMIDA HP 1/2 BSC;PRENSACABLES POLIAMIDA;;;CONEXTUBE;723.66;21;ARS;0020070301005;Un;200;
20070302;PRENSACABLE POLIAMIDA HP 5/8 BSC;PRENSACABLES POLIAMIDA;;;CONEXTUBE;769.99;21;ARS;0020070302002;Un;150;
20070303;PRENSACABLE POLIAMIDA HP 3/4 BSC;PRENSACABLES POLIAMIDA;;;CONEXTUBE;886.11;21;ARS;0020070303009;Un;200;
20070304;PRENSACABLE POLIAMIDA HP 7/8 BSC;PRENSACABLES POLIAMIDA;;;CONEXTUBE;1,105.14;21;ARS;0020070304006;Un;100;
20070305;PRENSACABLE POLIAMIDA HP 1 BSC;PRENSACABLES POLIAMIDA;;;CONEXTUBE;1,524.61;21;ARS;0200703050003;Un;80;
20070306;PRENSACABLE POLIAMIDA HP 1 1/4 BSC;PRENSACABLES POLIAMIDA;;;CONEXTUBE;1,840.84;21;ARS;0200703060000;Un;40;
20070307;PRENSACABLE POLIAMIDA HP 1 1/2 BSC;PRENSACABLES POLIAMIDA;;;CONEXTUBE;3,074.01;21;ARS;;Un;25;
20070308;PRENSACABLE POLIAMIDA HP 2 BSC;PRENSACABLES POLIAMIDA;;;CONEXTUBE;4,901.47;21;ARS;0200703080004;Un;10;
20070309;PRENSACABLE POLIAMIDA HP 1/4 BSP;PRENSACABLES POLIAMIDA;;;CONEXTUBE;856.20;21;ARS;0020070309001;Un;200;
20070310;PRENSACABLE POLIAMIDA HP 3/8 BSP;PRENSACABLES POLIAMIDA;;;CONEXTUBE;977.58;21;ARS;;Un;150;
20070311;PRENSACABLE POLIAMIDA HP 1/2 BSP;PRENSACABLES POLIAMIDA;;;CONEXTUBE;1,012.18;21;ARS;0020070311004;Un;200;
20070313;PRENSACABLE POLIAMIDA HP 3/4 BSP;PRENSACABLES POLIAMIDA;;;CONEXTUBE;1,747.57;21;ARS;0200703130008;Un;80;
20070314;PRENSACABLE POLIAMIDA HP 1 BSP;PRENSACABLES POLIAMIDA;;;CONEXTUBE;2,578.84;21;ARS;0200703140005;Un;40;
20070315;PRENSACABLE POLIAMIDA HP 1 1/4 BSP;PRENSACABLES POLIAMIDA;;;CONEXTUBE;4,299.74;21;ARS;0200703150002;Un;25;
20070316;PRENSACABLE POLIAMIDA HP 1 1/2 BSP;PRENSACABLES POLIAMIDA;;;CONEXTUBE;6,209.75;21;ARS;0200703160009;Un;10;
20070320;PRENSACABLE POLIAMIDA HP PG 7;PRENSACABLES POLIAMIDA;;;CONEXTUBE;901.06;21;ARS;0020070320006;Un;200;
20070321;PRENSACABLE POLIAMIDA HP PG 9;PRENSACABLES POLIAMIDA;;;CONEXTUBE;957.65;21;ARS;0020070321003;Un;150;
20070322;PRENSACABLE POLIAMIDA HP PG 11;PRENSACABLES POLIAMIDA;;;CONEXTUBE;1,008.96;21;ARS;0020070322000;Un;150;
20070323;PRENSACABLE POLIAMIDA HP PG 13.5;PRENSACABLES POLIAMIDA;;;CONEXTUBE;1,065.26;21;ARS;0020070323007;Un;200;
20070324;PRENSACABLE POLIAMIDA HP PG 16;PRENSACABLES POLIAMIDA;;;CONEXTUBE;1,455.24;21;ARS;0020070324004;Un;100;
20070325;PRENSACABLE POLIAMIDA HP PG 21;PRENSACABLES POLIAMIDA;;;CONEXTUBE;1,690.98;21;ARS;0200703250001;Un;80;
20070326;PRENSACABLE POLIAMIDA HP PG 29;PRENSACABLES POLIAMIDA;;;CONEXTUBE;2,550.70;21;ARS;0200703260008;Un;40;
20070327;PRENSACABLE POLIAMIDA HP PG 36;PRENSACABLES POLIAMIDA;;;CONEXTUBE;4,530.50;21;ARS;0200703270005;Un;25;
20070328;PRENSACABLE POLIAMIDA HP PG 42;PRENSACABLES POLIAMIDA;;;CONEXTUBE;5,975.76;21;ARS;0200703280002;Un;15;
20070329;PRENSACABLE POLIAMIDA HP PG 48;PRENSACABLES POLIAMIDA;;;CONEXTUBE;6,735.79;21;ARS;0200703290009;Un;10;
21333179;TOMA MOVIL 2P+T 63A 250V IP67 PRCBL;FICHAS Y TOMAS INDUSTRIALES;;;CONEXTUBE;149.71;21;USD;;Un;1;
